annual number,number of,
antropogenicznej ingerencji,anthropogenic interference,
antropogenicznych zmian,anthropogenic climate change,
argument komisji,argument of the commission,
argument ten,that argument,
argument za,argument for,
arkusz informacyjny,information sheet,
artykule aktu,article of an act,
artykuł aktu,article of an act,
artykuł nie,article shall not,
artykułu decyzji,decision under article,
as well,well as,
aspektem jest,aspect is,
aspektem przystosowania,aspect of adaptation,
atmosfery gaz,the atmosphere,
atmosfery jest,the atmosphere,
atmosfery nad,atmosphere over,
atrakcyjności vet,attractiveness of vet,
audiowizualnych pomiędzy,audiovisual productions among,
audyt finansowy,financial control and audit,
autor wycofa,withdrawn by its author,
autora do,author to,
autorom pytań,author of the question,
autorowi przekazuje,given to the author,
autorów bądź,author or authors,
aż do,to speak until,
aż kwestia,until any issue,
bada postępy,examine the progress,
badać konkretne,explore concrete,
badać potrzebę,examine further the need,
badać spraw,matter to be examined,
badania będą,research will,
badania konieczne,research needed,
badania kosmosu,exploration of space,
badania mogą,research can,
badania nad,research at,
badania naukowe,scientific research,
badania nowych,exploration of new,
badania o,research on,
badania podstawowe,basic research,
badania powinny,research should,
badania przestrzeni,analysis in space,
badania przy,by the joint research,
badania służą,test methods serve,
badania takie,such research,
badania zdrowotne,health and biomedical research,
badaniach będzie,research will,
badaniach nad,at reinforcing the research,
badaniach przemysłowych,industrial research,
badaniach przestrzeni,research area,
badaniami nad,for frontier research,
badanie językowych,study of the linguistic,
badanie przestrzeni,exploration of space,
badany będzie,will also investigate,
badań dla,research in continuing to,
badań do,research to,
badań klinicznych,clinical research,
badań nad,research at,
badań naukowych,scientific research,
badań nie,research will not,
badań podstawowych,basic research,
badań przestrzeni,analysis in space,
badań przez,for spontaneous research,
badań przy,research on,
badań publicznych,public research,
badań również,research programme also,
badań stosowanych,applied research,
badań strategicznych,strategic research,
badawcze cel,research infrastructures objective,
badawcze wszystkich,research needs of all,
badawczego regionów,research area,
badawczy cel,research potential objective,
badawczych do,in research,
badawczych o,research infrastructures,
badawczych odgrywa,performing research,
badawczych poprzez,by funding,
badawczych wspólnoty,community research,
bank centralny,central bank,
bank inwestycyjny,investment bank,
bank odbudowy,bank for reconstruction,
bank światowy,world bank,
bankiem odbudowy,bank for reconstruction,
bankowi centralnemu,central bank,
bankowi inwestycyjnemu,investment bank,
banku centralnego,central bank,
banku inwestycyjnego,investment bank,
banku światowego,world bank,
bardziej aktywną,more active,
bardziej ambitne,more ambitious,
bardziej atrakcyjnym,more attractive,
bardziej bezpośredni,more direct,
bardziej bolesną,more painful,
bardziej ceny,costs and the more,
bardziej demokratyczny,more democratic,
bardziej demokratycznych,more democratic,
bardziej długoterminowych,more long-term,
bardziej do,more positive contribution to,
bardziej dotkliwe,more severe,
bardziej drastyczne,more drastic,
bardziej efektywnej,more effective,
bardziej intensywnych,more intense,
bardziej kompleksową,more comprehensive,
bardziej konkretne,more tangible,
bardziej konkretnych,more concrete,
bardziej konkurencyjną,more competitive,
bardziej konkurencyjnego,more competitive,
bardziej krytycznej,more demanding and critical,
bardziej liberalne,more liberal,
bardziej niż,more than,
bardziej odkłada,more action is postponed,
bardziej odpowiednich,more appropriate,
bardziej odpowiednie,more appropriate,
bardziej odpowiedzialnego,more responsible,
bardziej ogólnie,more generally,
bardziej otwarte,more open,
bardziej poważne,more serious,
bardziej prawdopodobna,more likely,
bardziej prawdopodobne,more likely,
bardziej racjonalnego,more efficient,
bardziej realne,more realistic,
bardziej reprezentatywna,more representative,
bardziej skomplikowany,more complicated,
bardziej skuteczna,effective and more,
bardziej skuteczne,more efficient,
bardziej skutecznego,more effective,
bardziej skuteczny,more effective,
bardziej spójnego,more coherent,
bardziej systematyczne,more systematic,
bardziej szczegółowa,more detailed,
bardziej szczegółową,more detailed,
bardziej szczegółowych,more detailed,
bardziej szczegółowymi,more detailed,
bardziej widoczna,more visible,
bardziej właściwy,more appropriate,
bardziej wrażliwe,more sensitive,
bardziej wydajne,more productive,
bardziej znaczące,more significant,
bardzo długich,very long,
bardzo długiego,very long,
bardzo dobrą,very good,
bardzo dobry,very good,
bardzo dużej,very large,
bardzo łatwą,very simple,
bardzo małych,very low,
bardzo nieszczelne,very porous,
bardzo niewielkim,very little,
bardzo niskim,very low,
bardzo obiecujące,very promising,
bardzo obiecującym,very promising,
bardzo ograniczoną,very limited,
bardzo pozytywny,very positive,
bardzo przekonywujący,very convincing,
bardzo różne,very different,
bardzo silnie,very strongly,
bardzo starannie,very carefully,
bardzo ścisłym,very close,
bardzo toksyczne,very toxic,
bardzo wcześnie,very early,
bardzo wyraźnych,very clear,
bardzo wysoki,very high,
bardzo wysokim,very high,
bardzo złe,very bad,
basenów morskich,sea basin,
basenu morskiego,sea basin,
bazą dla,basis for,
bazę badawczą,research base,
bazę przemysłową,industrial base,
bazę wiedzy,knowledge base,
bazie subwencji,grant or concessional basis,
bazowy dla,base year for,
bądź braku,are rejected,
bądź drugiej,second reason is,
bądź gazowych,liquid or gaseous,
bądź innej,agricultural or other,
bądź jego,be withdrawn by its,
bądź morskie,land or maritime,
bądź obszarze,country or region,
bądź przez,state or by,
bądź wtryskiwanie,tipping or injecting,
benzen toluen,benzene toluene,
benzyny gwałtownie,petrol has climbed rapidly,
bez aktywnego,without the active,
bez debaty,without debate,
bez dyskryminacji,without discrimination,
bez głosowania,without a vote,
bez jego,without its,
bez pomocy,without the support,
bez poprawek,without amendment,
bez powodowania,without causing,
bez prawa,without having the right,
bez uprzedniej,without prior,
bez uszczerbku,without prejudice,
bez zagrożenia,without endangering,
bez zgody,without the agreement,
bez zmniejszenia,without a reduction,
bez żadnych,without any,
bezpieczeństwa chemicznego,chemical safety,
bezpieczeństwa cywilnego,civil security,
bezpieczeństwa dostaw,security of,
bezpieczeństwa dostawy,security of energy supply,
bezpieczeństwa drogowego,road safety,
bezpieczeństwa energetycznego,energy security,
bezpieczeństwa konsumentów,consumer safety,
bezpieczeństwa międzynarodowego,security of the international,
bezpieczeństwa pacjenta,patient safety,
bezpieczeństwa produkcji,security of food production,
bezpieczeństwa przemysłowego,industrial safety,
bezpieczeństwa publicznego,public safety,
bezpieczeństwa stały,security have become,
bezpieczeństwa transportu,safety of international transport,
bezpieczeństwa wewnątrz,security within,
bezpieczeństwa wewnętrznego,internal security,
bezpieczeństwa zarówno,security strategy encompassing both,
bezpieczeństwa zewnętrznego,external security,
bezpieczeństwa żywności,food safety,
bezpieczeństwem cywilnym,civil security,
bezpieczeństwem energetycznym,energy security,
bezpieczeństwem granic,border security,
bezpieczeństwem żywności,food safety,
bezpieczeństwo człowieka,human safety,
bezpieczeństwo dostaw,security of,
bezpieczeństwo energetyczne,energy security,
bezpieczeństwo lotnictwa,aviation safety,
bezpieczeństwo łańcucha,chain security,
bezpieczeństwo publiczne,safety of public,
bezpieczne pojazdy,safe vehicle,
bezpieczne usuwanie,safe disposal,
bezpiecznego magazynowania,safe storage,
bezpiecznej energii,secure energy,
bezpiecznych warunkach,safe conditions,
bezpiecznym środowisku,secure environment,
bezpośredni dostęp,direct access,
bezpośredni efekt,direct effect,
bezpośredni interes,direct financial interest,
bezpośredni nie,not given through,
bezpośredni udział,direct participation,
bezpośredni związek,open and closed,
bezpośrednich analiz,direct analysis,
bezpośrednie inwestycje,direct investment,
bezpośrednie negatywne,direct adverse,
bezpośrednie oddziaływanie,direct effect,
bezpośrednie odniesienie,direct reference,
bezpośrednie spalanie,direct incineration,
bezpośrednie wspólnota,direct actions the community,
bezpośrednie wybory,direct election,
bezpośredniego wsparcia,direct financial support,
bezpośrednim interesie,direct interest,
bezpośrednim kontakcie,direct contact,
bezpośrednim sąsiedztwie,immediate vicinity,
bezpośrednio do,directly to,
bezpośrednio koniecznymi,directly necessary,
bezpośrednio po,immediately after,
bezpośrednio poprzez,directly accessible through,
bezpośrednio porównywalne,directly comparable,
bezpośrednio przez,directly by,
bezpośrednio zaangażowane,directly involved,
bezprecedensowy postęp,unprecedented material progress,
bezproduktywnego rozproszenia,unproductive dispersal,
bezwzględną większością,absolute majority,
bezwzględną większość,absolute majority,
bezwzględnej obfitości,absolute abundance,
bezwzględnej większości,absolute majority,
będą badania,research will,
będą główną,will be the major,
będą głównie,will focus principally,
będą konieczne,will be needed,
będą korzystać,will benefit,
będą miały,will have,
będą musiały,will need,
będą natychmiastowe,immediate investments will,
będą obejmowały,will cover,
będą oczywiście,will obviously,
będą określać,will specify,
będą one,they will,
będą oni,it will,
będą pomocą,will help,
będą poważne,will be considerable,
będą proponować,will propose,
będą próbę,will test,
będą przy,will be,
będą ramy,will provide the framework,
będą rozważać,will consider,
będą również,will also,
będą skutecznie,will effectively,
będą stanowić,will constitute,
będą stawały,will become,
będą także,will also,
będą ułatwiały,will facilitate,
będą walczyć,will battle,
będą ważne,will be important,
będą wpływać,will affect,
będą wspólne,joint work will,
będą wykazywać,will demonstrate,
będą za,will develop as,
będą znaczącego,significant resources will,
będąca regionalną,a regional,
będący również,also be,
będzie aktywnie,will actively,
będzie bardzo,will be very,
będzie ciągłym,will be an ongoing,
będzie coraz,programmes and projects will,
będzie dla,will need to,
będzie działać,will work,
będzie finansowanie,will implement the funding,
będzie finansowany,will be funded,
będzie gwarantować,will ensure,
będzie kontakt,will contact,
będzie kontynuować,will continue,
będzie kontynuowała,will continue,
będzie kontynuowało,will therefore continue,
będzie kosztowne,will be costly,
będzie miało,will have,
będzie między,of the activity will,
będzie ministerstwo,will be the ministry,
będzie możliwe,will not be possible,
będzie musiała,will need,
będzie musiało,will need,
będzie nawet,will focus even,
będzie obejmowało,will cover,
będzie ocenę,evaluation will,
będzie ogromnym,will place a greater,
będzie okazją,will be an opportunity,
będzie ona,it will,
będzie pewnego,some time will,
będzie podstawą,will be the basis,
będzie popierać,will support,
będzie promowała,will promote,
będzie prowadził,will lead,
będzie przywództwa,will require political leadership,
będzie przywództwo,will require political leadership,
będzie również,will also,
będzie stanowić,will constitute,
będzie szczególna,will have a special,
będzie ściśle,will cooperate closely,
będzie śledziła,will follow,
będzie także,will also,
będzie termin,term âpartner countriesâ will,
będzie to,this will,
będzie tworzyć,will form,
będzie udział,participation of smes will,
będzie ważnym,will be an important,
będzie wdrażać,will implement,
będzie wykorzystywany,will be used,
będzie wymagać,will require,
będzie wymagała,will require,
będzie wymagało,will require,
będzie zachęcała,will encourage,
będzie zależało,will depend,
będzie zobowiązany,will not be obliged,
bierze udział,taken part,
bieżącego budżetu,current budget,
bieżącego programu,current programme,
bieżącej kadencji,current term,
bilans ekologiczny,environmental balance,
bilans handlowy,trade deficit,
bilans realizacji,assessment of the implementation,
bilansu handlowego,trade deficit,
biochemiczne zapotrzebowanie,biochemical oxygen demand,
biomasy dla,biomass for,
biomasy do,biomass for,
biorą obecnie,currently taking,
biorą udział,take part,
biorąc pod,taken pursuant to,
biotechnologia cel,biotechnology objective,
biuletyn parlamentu,bulletin of parliament,
biuletynie parlamentu,bulletin of parliament,
biura konferencji,bureau of the conference,
biura prasowego,press office,
biuro informacyjne,information and coordination office,
bliska współpraca,close cooperation,
bliską współpracę,close cooperation,
bliskiej współpracy,closer co-operation,
błędem byłoby,be a mistake,
błędnych informacjach,incorrect information,
błoną śluzową,mucous membrane,
bodziec do,spur to,
bodźca dla,stimulus for,
bodźcem do,incentive for,
bodźcem finansowym,financial incentive,
bodźcem politycznym,political impetus,
bogactw naturalnych,natural resources,
bogactwami naturalnymi,natural resources,
bogactwie stosunków,richness of the relations,
bogactwo to,this richness,
bowiem kluczowe,crucial both for,
brać pod,to take,
brać udział,take part,
brak możliwości,absence of alternative,
brak niezależności,lack of media independence,
brak odpowiednio,lack of adequately,
brak takich,absence of such,
brak wyraźnego,lack of a clear,
brak zaufania,lack of trust,
brakiem zaufania,lack of trust,
braku czasu,lack of time,
braku działania,lack of action,
braku konsultacji,lack of consultation,
braku odpowiedniej,lacked an appropriate,
braku sprzyjającego,absence of a favourable,
braku takich,absence of such,
braku tych,absence of this,
braku wykwalifikowanych,lack of qualified,
braku zróżnicowania,lack of diversification,
broni konwencjonalnej,conventional arms,
broni lekkiej,arms and light,
bronią konwencjonalną,conventional arms,
brzmienia dyrektywy,wording of directive,
brzmienie artykuł,wording of article,
brzmieniu artykuł,wording of article,
budowa nowych,construction of new,
budownictwa będzie,construction business will,
budowy zdolności,build capacity,
budżecie parlamentu,parliament's budget,
budżet nie,budget has not,
budżet ogólny,general budget,
budżetem parlamentu,parliament's budget,
budżetowa obejmuje,budgetary guarantee should cover,
budżetowa podejmują,budget shall take,
budżetową wspólnoty,community budgetary,
budżetowego dla,for the budget,
budżetowego parlamentu,parliament's budget,
budżetowej komisja,budgetary control,
budżetowych może,budgetary issues may,
budżetowych wspólnoty,community budgetary,
budżetowymi wspólnoty,community budgetary,
budżetu ani,budget or adopted,
budżetu bieżącego,current year's budget,
budżetu jest,budget shall,
budżetu o,budget by,
budżetu ogólnego,general budget,
budżetu parlamentu,parliament's budget,
budżetu po,budget after,
budżetu początkowego,initial budget,
budżetu programu,programme budget,
budżetu przeznaczony,budget devoted,
budżetu rozdział,budget chapter,
budżetu stosuje,budget shall likewise apply,
budżetu unii,budget of the union,
budżetu wspólnot,community budget,
budżetu wspólnoty,community budget,
by aktywnie,to involve actively,
by były,would be,
by celem,aim to,
by co,to contribute to,
by dać,given to,
by enp,enp to,
by handel,trade would,
by ich,to their,
by je,it intends to,
by komisja,commission should,
by konsumenci,consumers to,
by możliwe,to be made available,
by nie,him to,
by parlament,parliament to,
by pomoc,to support,
by potencjalni,to ensure that potential,
by przy,to migrants to,
by reprezentował,to represent,
by stać,to become,
by strategia,strategy should,
by szanować,to respect,
by szerzyć,to spread,
by unia,union should,
by wkład,contribution referred to,
by wszelkie,to overcome any,
by wszystkie,to all,
by zagwarantować,to ensure,
być aktywnie,be actively,
być aktywnymi,be active,
być bardzo,be very,
być chroniony,be protected,
być co,be updated every,
być dla,for present,
być dlatego,therefore be,
być dostępne,be available,
być dostosowany,be adapted,
być dozwolone,be permitted,
być głęboko,be deeply,
być głównie,is largely,
być gotowa,be prepared,
być gotowe,be ready,
być istotne,be relevant,
być jednoznacznie,be explicitly,
być jego,shall remind him,
być konieczne,be necessary,
być konkretna,specific actions will,
być kontynuowany,be continued,
być łatwo,be readily,
być mianowany,be appointed,
być mierzony,be measured,
być między,of the organization shall,
być migracja,migration will,
być może,may be,
być należycie,be properly,
być nieco,was potentially some,
być nieograniczony,be unrestricted,
być odpowiednio,be adequately,
być odpowiedzialne,be responsible,
być ograniczona,be limited,
być one,is that,
być opublikowany,be published,
być otwarta,be open,
być otwarte,be open,
być otwarty,be open,
być poddane,are subject,
być poddany,subject can not be,
być praktyczny,be practical,
być prawidłowo,be managed correctly,
być przedmiotem,subject to,
być przyjęte,is hereby established,
być regularnie,be regularly,
być reprezentatywny,be representative,
być reprezentowany,be represented,
być również,also be,
być rutynowo,be routinely,
być skuteczne,be effective,
być skutecznie,be addressed efficiently,
być specjalnie,be specifically,
być spójne,be consistent,
być stosowana,be applied,
być stosowany,be applied,
być szerokim,be a broad,
być szkodliwe,be harmful,
być ściśle,be closely,
być także,also be,
być to,this is,
być toksyczne,be toxic,
być troska,be the concern,
być tu,there will,
być tylko,only be,
być uprawnione,be entitled,
być usługa,service to be,
być uzasadnione,be justified,
być używane,be used,
być używany,use is,
być właściwe,be appropriate,
być właściwie,be properly,
być wspierany,be assisted,
być wszechstronne,be comprehensive,
być wykorzystywany,be used,
być wymagany,be required,
być wyraźnie,be clearly,
być wystarczająca,be sufficient,
być zaangażowane,be committed,
być zasadą,be the guiding principle,
być zastosowany,shall apply,
być zawarta,be contained,
być zbudowany,is proposed to build,
być zgodna,be consistent,
być zgodne,should be,
być zmieniany,be amended,
byli o,been substantiated by,
byli skutecznie,be effectively,
był do,to be,
był dostępny,was already available,
był informowany,be informed,
był jasnym,was a clear,
był jednym,was one,
był obecny,is present,
był ograniczony,was limited,
był on,that were,
był pierwszym,was the first,
był przedmiotem,was the subject,
był realizowany,be achieved,
był spójny,is consistent,
był to,it is,
był wystarczający,were of sufficient,
była dobra,was good,
była oczywista,were not apparent,
była okazją,be an opportunity,
była ona,it to be,
była stroną,is a party,
była szybka,be quick,
była zmiana,be amended,
byłaby skłonna,be willing,
byłaby stosunkowo,be relatively,
byłaby żadnym,be no,
byłby przy,to be,
było częściowe,be partial,
było do,to be,
było nie,be noted,
było początkowo,initially have been,
było spójne,be coherent,
było to,it was,
byłoby korzystne,be beneficial,
byłoby również,will also,
byłoby to,this would be,
byłoby wprowadzenie,be the introduction,
były bardziej,more research is,
były do,to be,
były już,already been,
były należycie,are duly,
były one,that is,
były prawidłowe,accurate models shall,
były przez,for adults have been,
były stosunki,was on relations,
były uczciwe,was good,
były wystarczające,were of sufficient,
były zasadniczo,were generally,
były zgodne,were compatible,
całą jednostkę,territorial units,
całego handlu,all trade,
całego kraju,entire country,
całego procesu,whole barcelona process,
całego sektora,whole sector,
całego społeczeństwa,society as a whole,
całego świata,entire world,
całego tekstu,whole of a text,
całej strategii,whole climate change strategy,
całej wspólnocie,community as a whole,
całej wspólnoty,community as a whole,
całkowicie je,it with a totally,
całkowicie nieobowiązkowy,completely voluntary,
całkowicie wolne,fully free,
całkowita ilość,total quantity,
całkowitą ilością,total quantity,
całkowitą ilość,total quantity,
całkowite koszty,total costs,
całkowite środki,total financial means,
całkowite zwolnienie,complete exemption,
całkowitego siarczanu,total sulphate,
całkowitego udziału,overall share,
całkowitego wsparcia,overall eu support,
całkowitego wytwarzania,gross electricity generation,
całkowitego zakazu,complete ban,
całkowitego zmniejszenia,overall reduction,
całkowitej bezstronności,absolute impartiality,
całkowitej ilości,total quantity,
całkowitej sprzedaży,total sales,
całkowity koszt,total cost,
całkowity pułap,overall ceiling,
całkowity szacowany,total estimated,
całkowitych kosztów,overall cost,
całkowitych liczb,overall amount,
całości do,whole to,
całości materiałów,totality of packaging materials,
całości powinien,whole should,
całości procesu,whole barcelona process,
całością porządku,agenda as a whole,
całością sprawozdania,report as a whole,
całością tekstu,text as a whole,
całościowego sprawozdania,comprehensive report,
całość atmosfery,totality of the atmosphere,
całość do,whole by,
całość tekstu,text as a whole,
cały enpi,whole enpi,
cały okres,entire period,
cały sektor,whole sector,
całym spektrum,whole spectrum,
całym swoim,whole of their,
całym tekście,whole of a text,
carbon storage,storage of carbon,
cefr omawiano,cefr was discussed,
cel budowa,objective building,
cel celem,objective the aim,
cel legislacyjny,legislative objective,
cel llp,objective of the llp,
cel niniejszej,objective of this,
cel strategiczny,strategic goal,
cel szybkiej,aiming for swift,
cel ten,this objective,
celach szkolenia,purpose of training,
celami niniejszej,this general target,
cele długoterminowe,long-term objective,
cele niniejszej,this general target,
cele powinny,target values should,
celem będzie,will aim,
celem było,objective being,
celem dialogu,purpose of the dialogue,
celem dodatkowym,additional aim,
celem enp,enp should thus aim,
celem jest,is to,
celem konwencji,objective of the convention,
celem niniejszego,purpose of this,
celem niniejszej,of this,
celem podstawowym,ultimate objective,
celem powinno,should be,
celem siódmego,aim of the seventh,
celem umowy,agreement has the aim,
celem wspólnoty,community has the objective,
celem zewnętrznej,objective of eu external,
celne tych,customs administrations of those,
celnego poprzez,customs environment through,
celnego wspólnoty,community customs,
celnej jest,customs policy shall,
celnej ma,customs policy group has,
celnej o,with the customs,
celnych jako,customs actions as,
celnym potrzebny,customs officials need,
celnym wspólnoty,community customs,
celnymi tych,customs administrations of those,
celów artykuł,purpose of article,
celów badawczych,research activities aiming,
celów dla,aiming for,
celów długoterminowych,long-term objective,
celów konwencji,objective of the convention,
celów niniejsze,purpose of this,
celów niniejszego,purpose of this,
celów niniejszej,of this,
celów pomocy,objective of community assistance,
celów zgodnych,consistent with the scope,
celu długoterminowego,target values or long-term,
celu efektywną,aiming at highly efficient,
celu ich,that end,
celu informacje,end information,
celu jego,end to it,
celu jest,objective estimation is,
celu komisja,end the commission,
celu konieczna,end it is necessary,
celu konwencji,objective of,
celu może,end it may,
celu nie,purpose have not,
celu niniejsza,end this,
celu niniejszej,this end,
celu ochrony,aiming at the protection,
celu podwojenie,aiming at doubling,
celu pomocy,aim is to support,
celu przez,this purpose,
celu przy,aimed at,
celu przygotowania,aimed at preparing,
celu skutecznej,objective of effective,
celu strategii,strategy goal,
celu takie,aimed at such,
celu uzyskania,purpose of obtaining,
celu zapewnienie,aim at securing,
celu zapobieganie,aimed at the prevention,
celu zaprzestanie,aimed at cessation,
celu zmniejszania,aim of reducing,
celu zużycie,end the energy consumption,
cen energii,energy costs,
cen powinien,cen should,
cen wody,water pricing,
cenie transportu,price of transport,
cennym narzędziem,valuable tool,
centralną rolę,central role,
centralne ramy,central framework,
centralnego ośrodka,centre and the central,
centralnego rozdział,central bank chapter,
centrum badawcze,research centre,
centrum badawczego,research centre,
centrum perspektywy,centre for european perspective,
centrum przestępczości,hub of organised crime,
centrum rozwoju,centre for the development,
centrum zapobiegania,centre of disease prevention,
ceny benzyny,price of petrol,
certilingua jest,certilingua is,
certyfikacji do,certification for,
charakter globalny,global character,
charakter kompromisowy,compromise nature,
charakter ogólnoświatowy,global in nature,
charakter takich,nature of such,
charakter zagadnienia,nature of the problem,
charakter zanieczyszczenia,nature of ozone pollution,
charakter zmian,nature of climate change,
charakterem jego,nature of his,
charakterem zanieczyszczeń,nature of ozone pollution,
charakteru konfliktu,nature of the conflict,
charakterze fiskalnym,fiscal nature,
charakterze legislacyjnym,legislative nature,
chcą po,will aim at,
chce on,he wish,
chce ona,that other countries will,
chemiczne zapotrzebowanie,chemical oxygen demand,
chemii do,in chemistry,
chemikalia były,chemicals are,
chemikaliów muszą,chemicals need,
chemikaliów przemysłowych,industrial chemicals,
chemikaliów wspólnoty,community register on chemicals,
chlor oznacza,chlorine shall mean,
chlor uwalniany,chlorine released,
chłodzenia badania,cooling research,
chociaż ich,although it,
chociaż koncepcja,though the concept,
chociaż stosunki,contacts as,
chodzi o,comes with,
chorobami ludzkimi,human illnesses,
choroby u,disease in,
chronią podstawowe,protect essential,
chronić pewien,safeguard a certain,
chronić system,protect the climate system,
chronieni przed,protected against,
chronione przy,protected by,
chwili może,may at any time,
ciągle tylko,but still,
ciągłe niepewność,uncertainty for continuous,
ciągłe są,continuous measurement is,
ciągłego dialogu,continuous dialogue,
ciągłej uwagi,continued attention,
ciągły wzrost,continued growth,
ciągłych powinna,continuous fixed measurements should,
ciągłym procesem,ongoing process,
ciecze zawierają,fluid not containing,
cieczy nie,fluid not,
cieplarnianych będzie,greenhouse gas emissions will,
cieplarnianych do,in greenhouse,
cieplarnianych mogą,greenhouse gases can,
cieplarnianych nie,greenhouse gases not,
cieplarnianych o,greenhouse gases by,
cieplarnianych są,greenhouse gas concentrations are,
ciepłej wody,hot tap water,
ciężkich do,heavy metals to,
ciężkie mogą,heavy metals may,
ciężkie powinny,heavy metals should,
clil jest,clil is,
clil otrzymało,receive clil,
co będzie,that will,
