co do poufnego charakteru,as to the confidential nature,
co do wszelkich informacji,in confidence any information,
co jest kluczowym celem,which is a key objective,
co jest konieczne do,what is necessary in,
co powinno dotyczyć wszystkich,should apply to all,
corocznie sprawozdanie za poprzedni,annually a report for the preceding,
cyklem lądowania i startu,landing and take-off cycle contribute,
cyklu życia minimalnej liczby,life cycle a minimum number,
cywilnego i międzynarodowej organizacji,civil aviation organization and the international,
czasie i w miejscu,at a time and place,
czasu na niezbędne programowanie,time for the necessary programming,
często jest on przedstawiany,often it is presented,
częściowej odmowy i poinformuje,partial refusal and inform,
członek delegacji parlamentu do,member of parliament's delegation to,
członek komisji nie może,committee member may not,
członek rady hrabstwa essex,member of essex county council,
człowieka do celów reprodukcyjnych,aiming at human cloning for reproductive,
człowieka i podstawowe wolności,human rights and fundamental,
człowieka i podstawowych wolności,human rights and fundamental,
człowieka i poszanowania podstawowych,human rights and respect for fundamental,
człowieka na środowisko morskie,human activities on the marine environment,
człowieka oraz podstawowych wolności,human rights and fundamental,
człowieka przyjęła krajowy plan,human rights adopted a national plan,
czy benzyny w transporcie,diesel or petrol for transport,
czy jest to darczyńca,whether it be a donor,
czy wymagają one jednego,whether they require one,
czynnik stabilności i wzrostu,factor of stability and growth,
czyste i zdrowe środowisko,clean and healthy environment,
czystej formie lub jako,pure form or as,
daje równoważne wyniki do,gives results equivalent to,
dane i informacje o,data and information on,
dane o rynku informacyjnym,data on the information market,
danego kraju lub grupy,country or a given regional group,
danego wyrobu przed dniem,given product before the date,
danych i sprawozdawczości powinny,data collection and reporting requirements should,
debaty przez jej autora,debate by its author,
decyzję o dodatkowych działaniach,decision on these additional human-induced activities,
decyzji komisji i konsultacjach,commission decision and public consultation,
decyzji nie mogą być,decision can not be,
decyzji w poprzednim roku,decision in the preceding year,
decyzji zawarte w sprawozdaniu,decision contained in the report,
deklarację ministerialną drugiej światowej,ministerial declaration of the second world,
demograficzne oraz innowacje techniczne,demographic change and technological innovation,
demokracja lokalna i regionalna,local and regional democracy is,
demokrację i skuteczną administrację,democracy and effective local administration,
demokrację w tym kraju,democracy in this country,
demokracji i gospodarki rynkowej,democracy and the market economy,
demokracji i szacunku dla,democracy and respect for,
demonstracji lub wspólnych zasobów,demonstration activities or common resources,
detalistę lub inną osobę,retailer or other person,
dialog i wymianę doświadczeń,dialogue and exchange of experience,
dialog polityczny i reformy,political dialogue and reform,
dialog społeczny na wszystkich,social dialogue at all,
dialogu i negocjacji między,of dialogue and negotiations,
dialogu i współpracy pomiędzy,dialogue and cooperation between,
dialogu politycznego i reform,political dialogue and reform,
dialogu politycznego między unią,political dialogue between the european union,
dialogu społecznego i obywatelskiego,social and civil dialogue are,
dialogu społecznego jako jednego,social dialogue be used as one,
dialogu społecznym i obywatelskim,social and civil dialogue in,
dla bezpieczeństwa i stabilności,to security and stability,
dla celów niniejszego rozporządzenia,for the purpose of this regulation,
dla celów niniejszej dyrektywy,for the purpose of this directive,
dla człowieka i środowiska,to environment and human,
dla danego wyrobu przed,for a given product before,
dla działań w drugim,for action in the second,
dla gleb oraz jakiegokolwiek,to the soil and any,
dla innowacji i mogą,for innovation and can,
dla każdej innej strony,for any other party,
dla każdej organizacji zobowiązanej,for any organisation which is obliged,
dla każdej szerokiej kategorii,for each broad category,
dla konsumentów bardzo przekonywujący,very convincing argument for consumers,
dla konsumentów ważne jest,be important for consumers,
dla małych i średnich,for small and medium,
dla obecnego i przyszłych,for present and future,
dla obecnych i przyszłych,for present and future,
dla ochrony i rekultywacji,for the protection and rehabilitation,
dla ośrodka kwalifikacji zawodowych,centre for professional qualifications,
dla papieru i tektury,for paper and cardboard,
dla pogłębiania dialogu politycznego,for deepening political dialogue,
dla prawa komisji do,to the commission's right to,
dla programu econtent plus,for the econtent plus programme,
dla programu może również,for the programme may also,
dla przyrody są poważne,for nature are severe,
dla rozrodczości i te,for reproduction substances and those,
dla rozwoju i bezpieczeństwa,security and for the development,
dla rozwoju współpracy pomiędzy,for the development of cooperation between,
dla społeczeństwa obywatelskiego byłej,for civil society in the former,
dla stabilizacji i rozwoju,for stability and development,
dla środowiska i bezpieczeństwa,for environment and security,
dla środowiska i klimatu,to the environment and the climate,
dla środowiska oraz zdrowia,environment and for human health,
dla takiego rejestru pozwoli,for such a registry will allow,
dla tego kluczowego sąsiada,to this key neighbour,
dla tego konfliktu rozwiązania,solution to the transnistrian conflict that,
dla transportu lotniczego między,for air transport between,
dla udziału wszystkich zainteresowanych,to the participation of all interested,
dla wdrożenia niniejszego artykułu,for the implementation of this article,
dla weryfikacji i sprawozdawczości,for verification and reporting,
dla wspólnoty jako całości,for the community as a whole,
dla wymiany informacji między,for the exchange of information,
dla zarządzania strefami nadbrzeżnymi,for coastal zone management,
dla zdrowia i środowiska,to health and environment,
dlatego nie powinny być,therefore should not be,
długich dokumentów lub bardzo,long document or to,
długiego dokumentu lub bardzo,long document or to,
do analizy powinny być,for analysis should normally be,
do atmosfery gaz cieplarniany,greenhouse gas into the atmosphere,
do bardzo długich dokumentów,to a very long document,
do bardzo długiego dokumentu,to a very long document,
do celów niniejszego rozporządzenia,for the purpose of this regulation,
do celów niniejszej decyzji,for the purpose of this decision,
do celów niniejszej dyrektywy,for the purpose of this directive,
do demokracji i gospodarki,to democracy and a market economy,
do drugiego i następnych,in the second and subsequent,
do dziennego średniego stężenia,to a daily average concentration,
do emisji gazów cieplarnianych,for greenhouse gas emission,
do eu ets po,into the eu ets after,
do finansowania i transferu,to funding and transfer,
do głosowania jest prawem,right to vote is,
do głosowania nad projektem,to the vote on the draft,
do głosowania nad treścią,to voting on the substance,
do głosowania prawo do,to vote the right to,
do głosowania z liczbą,vote with a number,
do informacji dla wszystkich,to information for all,
do innej grupy politycznej,to another political group,
do jakości naturalnego gazu,to natural gas quality,
do jednego przewoźnika lotniczego,to one air carrier,
do jednej grupy politycznej,to more than one political group,
do każdego typu urządzeń,to each type of appliance,
do każdego z jej,it to all parties for,
do każdej komisji stałych,permanent substitutes for each committee,
do klasyfikacji i etykietowania,to the classification and labelling,
do komisji i rady,commission and the council to keep,
do komisji lub rady,council or the commission,
do komisji może być,to committee may also be,
do komisji może też,to committee may also,
do komisji odpowiedzialnej za,to the committee responsible for,
do konwencji mogą również,to the convention may also,
do konwencji o ochronie,to the convention on the protection,
do końcowego projektu porządku,final draft agenda for vote,
do którego niniejsza dyrektywa,by which this directive,
do których komisja wniosła,to which the commission contributed,
do których nie miałby,to which he would not have,
do których nie należą,to which they do not belong,
do międzynarodowej konwencji o,to the international convention for,
do międzynarodowej koordynacji narodowych,to the international coordination of national,
do modelowania i oszacowania,for modelling and objective estimation,
do morza czarnego przez,to the black sea via,
do niniejszej dyrektywy do,to this directive to,
do niniejszej dyrektywy pod,in annex i to this directive,
do nowych dowodów naukowych,to new scientific evidence,
do nowych działań gospodarczych,into new economic activities,
do ogrzewania i chłodzenia,for heating and cooling,
do osiągnięcia tego celu,to the achievement of that objective,
do otwartego eu ets,in the open eu ets,
do ozonu objętość musi,for ozone the volume must,
do parlamentu w sprawach,to parliament on a matter,
do podstawowych opakowań dla,to primary packaging for,
do postępu technicznego dyrektywę,to technical progress council directive,
do powietrza z dużych,into the air from large,
do projektu rezolucji legislacyjnej,to the draft legislative resolution,
do przepisów niniejszego rozporządzenia,this regulation in order,
do przygotowania sprawozdania komisji,for preparing the committee's report,
do przyjęcia jako część,for adoption as part,
do przystąpienia od dnia,for accession from the day,
do publicznego dostępu do,public access to documents and to,
do rady i komisji,to the council and commission,
do redukcji zawartości siarki,reduction in the sulphur content,
do rozwoju wysokiej jakości,to the development of high quality,
do różnych warunków regionalnych,in different regional conditions,
do sali zebrań mają,have access to the meeting room,
do skutecznego wykonania niniejszej,to the effective implementation of this,
do specyficznych warunków każdej,for the specific conditions of each,
do swoich procesów budżetowych,budgetary processes and into,
do swojego pierwszego okresu,for its first commitment period,
do średniej masy pojazdu,by an average weight per vehicle,
do środowiska z opakowań,into the environment from packaging,
do takich ewentualnych wspólnych,with such possible common,
do technicznego i finansowego,in identifying the technical and financial,
do tego samego celu,same purpose for which it,
do udziału w międzynarodowych,to take part in international,
do udziału w przygotowaniach,to take part in the preparation,
do upadłości i nadmiernego,to bankruptcy and excessive,
do usunięcia powinna być,for disposal should be,
do usunięcia powinny być,for disposal should be,
do użytkownika lub konsumenta,to the user or the consumer,
do wdrażania niniejszej konwencji,for the implementation of this convention,
do wdrożenia niniejszego rozporządzenia,for the implementation of this regulation,
do wdrożenia niniejszej decyzji,for the implementation of this decision,
do wsparcia społeczeństwa obywatelskiemu,civil society support in,
do wspólnego stanowiska rady,common position adopted by the council,
do wspólnego stanowiska są,the common position shall,
do wspólnej przestrzeni lotniczej,into a common aviation area,
do współpracy i wsparcia,for co-operation and support,
do wszelkich działań unii,to all activities of the union,
do wydania pozytywnej opinii,for the positive opinion issued,
do wykonania niniejszego rozporządzenia,for the implementation of this regulation,
do wykonania niniejszej dyrektywy,for the implementation of this directive,
do wysokiego poziomu jakości,to a high level of quality,
do wzrostu zagranicznych inwestycji,increased foreign direct investment,
do załącznika b do,to annex b to,
do załączników do konwencji,to annexes to the convention,
do załączników do protokołu,to annexes to this protocol,
do zatwierdzenia przez komisję,to the committee for its approval,
do zewnętrznej pomocy wspólnoty,to the community's external assistance,
do zmiany swoich zachowań,to change their consumption behaviour,
do znacznego negatywnego wpływu,to a significant negative impact,
do zniekształcenia konkurencji poprzez,to prevent distortion of competition by,
do życia funduszy inwestycyjnych,investment fund for environment and energy,
dobrą podstawę do wymiany,good basis for the exchange,
dobrobytu wewnątrz i poza,prosperity both within and outside,
dobrowolne i powinny być,voluntary and should be,
dobrowolnych jako alternatywy dla,voluntary agreements as an alternative to,
dobrym stanie i nie,good working order and do not,
dochodów i wydatków unii,union's revenue and expenditure,
dochodzenia z własnej inicjatywy,of investigation when conducting own initiative,
dochodzenie z własnej inicjatywy,of investigation when conducting own initiative,
dodatkowe informacje konieczne do,supplementary information necessary to,
dodatkowe środki finansowe dla,additional financial resources to,
dodatkowe środki oceny mogą,supplementary means of assessment may,
dodatkowych załącznik v procedura,supplementary budgets annex v procedure,
dokładną i kompleksową ocenę,thorough and comprehensive technical assessment,
dokument roboczy komisji sprawozdanie,commission working document report,
dokumentacja i przegląd wyboru,documentation and review of site selection,
dokumentów lub bardzo dużej,document or to a very large,
dokumentu lub bardzo dużej,document or to a very large,
dopuszczalne bez uprzedniej zgody,permissible without requiring prior acceptance,
doskonałości wsparcie wspólnego programu,excellence support for a joint programme,
dostarczać informacje o demontażu,provide dismantling information for,
dostarczają komisji swoje dostępne,provide the commission with their available,
dostaw i materiałów innego,supplies and materials of different,
dostaw i ułatwienie handlu,supply chain security and trade facilitation,
dostaw i zmian klimatu,supply and climate change,
dostawami energii i transportem,supply and energy transport,
dostawą energii i transportem,supply and energy transport,
dostawy energii oraz białej,energy supply and the white,
dostęp bezpośredni nie jest,direct access is not,
dostęp bezpośredni w formie,access in electronic form,
dostęp do informacji dla,access to information for,
dostęp do pomocy zewnętrznej,access to their external assistance,
dostęp do wysokiej jakości,access to high quality,
dostęp do zewnętrznej pomocy,access to their external assistance,
dostęp parlamentu do informacji,access by parliament to sensitive information,
dostęp publiczny do rejestru,public access to a register,
dostęp w formie elektronicznej,access in electronic form,
dostępne bezpośrednio poprzez rejestr,directly accessible through the register,
dostępności zasobów i materiałów,availability of resources and raw materials,
dostępność danych oraz kwestię,availability of data and the issue,
dostępnych i niezbędnych do,necessary and available for,
dostępu do jawnych informacji,public access to the non-confidential information,
dostępu do wysokiej jakości,access and to use high quality,
dostępu do zasobów genetycznych,access to genetic resources,
dostępu do zewnętrznej pomocy,access to their external assistance,
dostępu do żadnych poufnych,access to any confidential,
dostępu parlamentu do informacji,parliament access to sensitive,
dostępu publicznego do informacji,public access to information,
dostosowania pomocy dla tych,adjustment assistance for those,
dostosowany do postępu technicznego,adapted to technical progress,
dostosowywać i aktywnie rozwijać,adapt and develop actively,
doświadczenia i wiedzy może,experience and knowledge that can,
doświadczeniem i wymiany informacji,experience and exchange information,
doświadczeń i dialog dwustronny,experience and bilateral dialogue,
druga kategoria obejmuje dużą,second category encompasses a large,
drugiego czy trzeciego filaru,second or third pillar,
drugiego czytania w parlamencie,parliament's second reading in,
drugiej stronie wspólnej granicy,other side of the shared border,
drzew i gospodarki leśnej,tree care and forest management,
duchu pełnego wzajemnego zaufania,spirit of complete mutual trust,
due to wealth increase,this is due to wealth increase,
dura i nio popescu,dura and nio popescu,
dużą wagę do roli,great importance to the role,
duże znaczenie jakościowe dla,great qualitative importance for,
duży druk lub taśma,large print or tape,
dużym stopniu uzupełniałby transport,large extent complementing individual transport,
dwa i pół roku,two and a half year,
dwustronną i wielostronną współpracę,bilateral and multilateral cooperation,
dwustronnej współpracy oraz główne,bilateral cooperation and establishes the main,
dwustronnych i polityki dobrego,bilateral relations and good neighbourhood policy,
dwutlenku węgla i innych,carbon dioxide and other,
dwutlenku węgla i rozwój,carbon dioxide emissions and this expansion,
dyrektywa musi zatem obejmować,directive must therefore in principle cover,
dyrektywa powinna obejmować wszystkie,directive should cover all,
dyrektywa wodna będzie musiała,water framework directive will need,
dyrektywy do postępu naukowego,directive to scientific and technical progress,
dyrektywy do takiego postępu,directive to such progress,
dyrektywy lub odniesienie to,reference to this directive or shall,
dyrektywy może mieć niekorzystne,directive may have adverse,
dyrektywy wodnej i innych,directive and of other,
dyscypliny budżetowej i poprawy,budgetary discipline and improvement,
dyscypliny budżetowej oraz usprawnienia,budgetary discipline and improvement,
dyskusja nad zmianami klimatu,discussion on climate change,
dyskusji na szczeblu lokalnym,discussion at local level,
działa nie tylko dla,work would not only be to,
działają wspólnie jako stali,act jointly as permanent,
działalności i końcowe sprawozdania,activity report and final,
działalności politycznej ani innej,political or other activity relating,
działalność jakichkolwiek innych organów,action by any other authority,
działało w dobrej wierze,acting in good faith,
działania działanie w tym,activities the action in this,
działania mogą złagodzić zmiany,action now can mitigate climate change,
działania na poziomie regionalnym,activities at regional level,
działania na poziomie światowym,action at world level,
działania te miały miejsce,that these activities have taken place,
działania te powinny więc,those activities should therefore,
działania w danej dziedzinie,activities in a given field,
działania wspólnoty i jej,action by the community and its,
działaniach oraz skutecznego transferu,activities and the effective transfer,
działanie sił rynkowych nie,operation of market forces and it,
działanie wspólnoty oraz jej,action by the community and its,
działań badany będzie również,activities will also investigate,
działań będzie wymagało formalnego,activities will require a formal,
działań komisja będzie kontynuowała,action plans the commission will continue,
działań lub inne równoważne,action plans or other equivalent,
działań w celu ochrony,action aiming at the protection,
działań w drugim roku,action in the second year,
dziedzictwa filmowego i konkurencyjności,film heritage and the competitiveness,
dziedzictwa historycznego i kulturowego,historical and cultural heritage and promoting,
dziennego pierwszego posiedzenia po,first sitting following the day on,
dziennego średniego stężenia nie,daily average concentration of not,
dzięki ich położeniu geograficznemu,thanks to their geographical position,
dzikiej flory i fauny,wild flora and fauna,
edukacja i kapitał ludzki,education and human capital,
edukacja i rozwój społeczny,education and social development,
edukacyjnych i świadomości społecznej,educational and public awareness,
efektywne społecznie i ekonomicznie,socially and economically most effective if,
efektywności energetycznej w transporcie,energy efficiency measures in transport,
efektywnym i odpowiednim międzynarodowym,effective and appropriate international,
ekologicznymi w sposób zintegrowany,environmental issues in an integrated way,
ekonomiczne i administracyjne dla,economic and administrative instruments developed to,
ekonomiczne regionalnym i krajowym,economic benefits to regional and national,
ekonomicznego i rozwoju wszystkich,economic growth and development in all,
ekosystemach i cyrkulacji oceanicznej,ecosystem processes and of ocean circulation,
el al jest jedynym,el al is the only,
elastyczność i żywotność lokalnych,resilience and vitality of local,
elektronicznego systemu głosowania jest,electronic voting system shall,
elektronicznego środowiska celnego poprzez,electronic customs environment through,
elektronicznej czy jako dźwięk,electronic form or as a sound,
elektronicznej lub poprzez rejestr,electronic form or through,
elektrycznej i łączności telefonicznych,electrical power and telephone communications,
elementu vet w spójnych,vet component within the coherent,
elementy potencjału wzrostu społeczeństwa,elements of society's growth potential,
emisji dla wspólnoty jako,emission ceilings for the community as,
emisji do stężenia zanieczyszczenia,emission sources to pollution concentration,
emisji i muszą być,emission ceilings and must be,
emisji są niezbędne do,emission inventories are necessary to,
emisji za poprzedni rok,emission inventories for the previous year,
energetycznego i integracji rynków,energy security and market integration,
energetycznego innego niż transport,energy uses other than transport,
energetycznego w system bardziej,energy system into a more,
energetycznego w transporcie powietrznym,energy tax for air transport,
energetycznej i czystego transportu,energy efficiency and clean transport,
energetycznych innych niż transport,energy uses other than transport,
energetycznym powinno być zgodne,energy sectors should be compatible,
energią i zużyciem innych,energy consumption of and other,
energii elektrycznej i łączności,electrical power and telephone communications,
energii i innych podstawowych,energy and other essential,
energii i transportem energii,energy supply and energy transport,
energii i zmian klimatu,energy and climate change,
energii jest wyraźnie szkodliwych,energy projects are clearly harmful,
energii lub innych podstawowych,energy or other essential,
energii oraz inne informacje,energy consumption of and other information,
energii oraz innych zasobów,energy and other resources,
energii oraz oszczędność energii,energy efficiency improvements and energy savings,
energii poprzez bezpośrednie spalanie,energy through direct incineration,
energii przez prywatnych konsumentów,energy by private consumers,
enp i są zatem,enp area and are therefore,
etan etylen acetylen propan,ethane ethylene acetylene propane,
etanol produkowany z biomasy,ethanol produced from biomass,
etanolu z produktów rolniczych,producing ethanol from agricultural,
etap nowego programu sąsiedztwa,stage of the new neighbourhood programme,
etbe produkowany na podstawie,etbe produced on the basis,
ets dla transportu powietrznego,ets for air transport,
ets w pierwszym okresie,ets for the first trading period,
etykiet oraz informacji o,information and labelling covered by,
etykietowanie oraz standardowe informacje,labelling and standard product information,
eu ets dla transportu,eu ets for air transport,
eu ets po rozpoczęciu,eu ets after the commencement,
eu ets w pierwszym,eu ets for the first,
eu jest głównym źródłem,eu is the leading source,
