przedstawiciel jest zapraszany co,shall invite the high representative to,
przepisy o dostępie do,provision for access to,
przewodniczący właściwej komisji parlamentarnej,chairperson of the appropriate parliamentary committee,
przez podkomitet na początku,by the subcommittee at the beginning,
przez upał oraz zapotrzebowania,heat deaths and demand for air,
przydatne zarówno w procesie,useful both for the process,
przyjęciu załącznika lub poprawki,annex or adoption of the amendment,
przystępnych cen energii dla,affordable energy costs for,
publikować i regularnie aktualizować,publish and regularly update,
rady lub wysokiego przedstawiciela,council or the high representative,
realizacja enp musi zatem,implementation of the enp must therefore,
reformą parlamentarną i samorządem,parliamentary reform and local self-government,
regionalne ze szczególnym naciskiem,regional circumstances with particular emphasis,
reprezentatywne próbki gleby do,sampling the representative soil samples for,
roku od daty wejścia,year after the date of entry,
roślinności przed zanieczyszczeniem fotochemicznym,vegetation from photochemical pollution,
rozszerzony na wszystkie gazy,widened to cover all greenhouse gases,
rozwoju i zachowania ich,development and preservation of their,
rozwój społeczny i ekonomiczny,economic and social development and poverty,
różnych obszarach i pomiędzy,area itself and between different areas,
rządowe będą musiały być,government departments will need to be,
są istotne dla pomocy,are relevant to the assistance,
są również prace przygotowawcze,preparatory work is also,
siarczanów i sadzy mają,sulphate and soot particles have,
skutecznej i profesjonalnej komunikacji,effective and professional communication,
socjalnego i funduszu spójności,social fund and the cohesion,
społeczeństwa obywatelskiego w partnerstwie,civil society in the partnership,
społeczne i gospodarcze koszty,social and economic costs,
spotkania w drugiej połowie,meeting in the second half,
spójność i jakość międzynarodowych,consistency and quality in international,
sprawozdanie za poprzedni rok,report for the preceding year,
stanowiska są dopuszczalne tylko,position shall be admissible only,
stosowanymi w taki sposób,applied in such a way,
strategiczną rolę w planowaniu,strategic role to play in planning,
strukturalnej i polityki spójności,structural and cohesion policy,
swoje miejsce w parlamencie,his seat in parliament,
systematyczne podejście do współpracy,systematic approach to cooperation,
szczeblowi regionalnemu i lokalnemu,regional and local level,
szczególnie ważne jest usunięcie,is particularly important to remove,
ścisłego i ciągłego dialogu,close and continuous dialogue,
środowiska oraz zdrowia ludzkiego,environment and for human health,
świetle nowej strategii rządowej,light of the new government strategy,
takie jak ograniczony potencjał,such as the limited national potential,
także z polityką energetyczną,also about energy policy,
tego mechanizmu znaczne środki,this mechanism has allowed substantial resources,
ten będzie wykorzystywany do,this scheme will be used to,
to mieć negatywne skutki,it could have an adverse effect,
transportowe przyjmie plan działania,adopt a regional transport action plan,
trzeciego lub organizacji regionalnej,third country or regional organisation,
tym celu niniejsza dyrektywa,this end this directive,
ubezpieczenia i transferu technologii,insurance and the transfer of technology,
ułatwiają współpracę między krajowymi,facilitate cooperation between the national,
ustanowienia lub istnienia specjalnej,establishment or existence of a dedicated,
użytecznym źródłem do produkcji,useful source for producing,
w badaniach i naukowych,research and in scientific,
w działaniu sił rynkowych,in the operation of market forces,
w jakimkolwiek sektorze gospodarki,in any sector of the economy,
w konstruktywnym dialogu politycznym,in constructive political dialogue,
w międzynarodowych i międzyrządowych,in international and intergovernmental,
w odpowiedzi na ten,in response to this,
w postanowieniach i ogólnych,decision on the regulations and general,
w ramach piątego programu,fifth framework programme in what,
w sektorze przemysłu wytwórczego,in the manufacturing industry sector,
w stosunku do arbitrażu,in relation to arbitration,
w tym czasie nie,at that time have not,
w wolnym kwasie chlorowodorowym,in the free hydrochloric acid,
w zgodzie z procedurą,in accordance with the procedure,
warunki niezbędne do spełnienia,conditions necessary for compliance,
według krajowego prawa wyborczego,in respect of national electoral law,
wiedzy naukowej poprzez badania,scientific knowledge through research,
wiodącej roli w negocjacjach,leading role in the negotiations,
włączenie międzynarodowego lotnictwa do,incorporation of international aviation into,
wodór i ogniwa paliwowe,fuel cell and hydrogen industries,
wskazują na potrzebę skutecznego,indicate the need for effective,
wspólną metodologię dla każdego,common methodology for each,
wspólnej przestrzeni lotniczej do,common aviation area with,
wspólnoty poprzez pośrednie zarządzanie,community budget through centralised indirect management,
współpracę i wymianę wiedzy,collaboration and sharing of expertise,
współpracy oraz w innych,cooperation and in other,
wszelkie dostępne jej informacje,all information made available to it,
wydajności energetycznej i czystego,energy efficiency and clean,
wykonanie budżetu wspólnoty poprzez,implementation of the community budget through,
wymianę doświadczeń i wiedzy,sharing of experience and knowledge,
wyraźne i niekiedy nieprzyjemne,clear and sometimes unpleasant,
wysyła jego kopię wszystkim,send a copy thereof to all,
wzmacnianie skuteczności administracji publicznej,strengthening the effectiveness of public administration,
z atmosfery gaz cieplarniany,greenhouse gas from the atmosphere,
z ekonomicznymi i społecznymi,change and the economic and social,
z końcem ostatniej przed,end of the last part-session before,
z mocą od dnia,date of entry into force of,
z podatku i cła,tax and duty exemptions and subsidies,
z realizacji niniejszego wspólnego,implementation of this joint,
z umową o partnerstwie,partnership and cooperation agreement signed by,
za i jednemu mówcy,in favour and one,
zagrożenie dla zdrowia ludzi,hazard to human health,
zalecenie zawiera krótkie uzasadnienie,recommendation shall include a short justification,
załączników do niniejszej dyrektywy,annexes to this directive,
zapewniają one także równorzędny,they also provide an equivalent,
zarządzania i kontroli budżetu,management and control of the budget,
zasobów finansowych i transferu,financial resources and transfer,
zastosowaniu elektronicznego systemu głosowania,using the electronic voting system,
zawiera ono również ocenę,it shall also include an assessment,
zdrowia i bezpieczeństwa konsumentów,health and consumer safety,
zdrowie ludzkie i środowisko,human health and the environment,
zgodne z wymogiem odpowiedzialności,consistent with the requirement for accountability,
zmian klimatu i protokołu,climate change and the kyoto protocol,
zmianami klimatu nadmiernie skupia,climate change focuses excessively,
znaczące stosunki z tymi,significant relations with those,
zrozumienia i szacunku dla,understanding and respect for,
że działa nie tylko,that the work would not only,
że regionalne ramy euromed,that the regional euromed framework,

