akapit poinformują komisję,subparagraph shall inform the commission,
aktu końcowego traktatu,final act of the treaty,
aktywne partnerstwo różnych,active partnership between different,
aktywne w debacie,active in the debate,
aktywnego i pasywnego,active and passive,
aktywnego uczestnictwa wspólnoty,active participation of the community,
aktywnego zaangażowania wszystkich,active involvement of all,
aktywnej polityki zatrudnienia,active employment policy,
aktywnym udziale komisji,active participation of the commission,
aktywów i pasywów,assets and liabilities,
al jest jedynym,al is the only,
ale ani on,but neither he,
ale było to,but this was,
ale ciągle tylko,but still only,
ale ich główne,but their main,
ale ich koszt,but their costs,
ale konkurencja rośnie,but the competition is growing,
ale obecnie nie,but do currently not,
ale ponieważ jest,but as it is,
ale także dla,but also for,
ale także krzewienia,but also in promoting,
ale w żadnym,in any case,
alokacja finansowa dla,financial allocation for,
alokacji i kontroli,allocation and control,
also contributed to,also contributed to this,
alternatywne wobec testów,alternative methods to animal testing,
alternatywnych środków transportu,alternative means of transport,
alternatywy dla prawodawstwa,alternative to legislation,
aluminium i magnez,aluminium and magnesium,
ambitnych ram ich,ambitious framework for their,
analiz i informacji,analysis and information,
analiza powinna obejmować,analysis should cover,
analizy i prognozy,analysis and forecasting,
analizy powinny być,analysis should normally be,
ani jego zastępca,nor his substitute,
ani nie przyjął,accepted or not,
ani w brzmieniu,either in the wording,
ani w swych,either in its,
antropogenicznych gazów cieplarnianych,anthropogenic emissions of greenhouse gases,
antropogenicznych zmian klimatu,anthropogenic climate change,
argument ten jest,that argument can not be,
argument ten nie,that argument is supported neither,
artykułu i artykuł,article and article,
artykułu w taki,article in such,
atmosfery oraz hałasem,air emissions and noise,
atmosferze na poziomie,atmosphere at a level,
atrakcyjności i jakości,attractiveness and quality,
atrakcyjność i jakość,attractiveness and quality,
audiowizualnej oraz kulturalnych,audiovisual policy and the cultural,
automatyzacji i symulacji,automation and simulation,
autor pytania głównego,author of the main question,
autora lub przez,author or by,
autorowi pytania głównego,author of the main question,
autorskich i pokrewnych,copyright and related,
azotu w obecności,nitrogen oxides in the presence,
azylu i migracji,asylum and migration,
aż do ich,by that decision until their,
badać konkretne sposoby,explore concrete ways to measure,
badania i demonstracja,research and demonstration,
badania i monitoring,research and monitoring,
badania i monitorowanie,research and monitoring,
badania i rozwój,research and development,
badania i systematyczne,research and systematic,
badania konieczne do,research needed to,
badania na ten,analysis and forecasting in this,
badania nad bezpieczeństwem,security research at,
badania oraz innowacje,research and innovation,
badania takie są,such research is,
badaniach będzie aktywnie,research will be actively,
badaniach i naukowych,research and in scientific,
badaniach i rozwoju,research and development,
badaniach w różnych,research in various,
badanie i stały,study and constant,
badany będzie również,will also investigate the impact,
badań i analiz,research and analysis,
badań i edukacji,research and education,
badań i rozwoju,research and technological development,
badań i technologii,research and technology,
badań i współpracy,research and cooperation,
badań oraz działania,research policy and activities,
badań oraz promowanie,research and the promotion,
badań podstawowych do,basic research for,
badań w tym,research in this,
badawcze i naukowe,research and scientific,
badawcze lub inne,research centres or other,
badawcze w ramach,research teams in the framework,
badawczego i centralnego,research centre and the central,
badawczej i transferu,research cooperation and technology transfer,
badawczej na poziomie,research activities at community level,
badawczej oraz strategii,research and deployment strategy,
badawczej oraz udziału,research infrastructure and participation,
badawczych i dostępu,research networking and access,
badawczych oraz ich,research policies and their,
badawczych poprzez finansowanie,infrastructures by funding,
bank lub organizację,bank or organisation,
bank światowy zatwierdził,world bank approved,
banku centralnego rozdział,central bank chapter,
bardziej aktywną rolę,more active role,
bardziej efektywnej współpracy,more effective cross-border cooperation,
bardziej konkretne informacje,more concrete information,
bardziej konkretne postępy,more tangible progress,
bardziej konkurencyjnego przemysłu,more competitive industry,
bardziej liberalne podejście,more liberal approach,
bardziej niż kiedykolwiek,more than ever,
bardziej prawdopodobna stanie,becomes more likely,
bardziej prawdopodobne jest,be more likely,
bardziej skutecznego wprowadzania,more effective implementation,
bardziej skuteczny sposób,more effective manner,
bardziej systematyczne podejście,more systematic approach,
bardziej szczegółowa ocena,more detailed impact assessment,
bardziej szczegółową opinię,more detailed opinion,
bardziej szczegółowych prognoz,more detailed forecasts,
bardziej widoczna polityka,more visible policy,
bardziej znaczące stosunki,more significant relations,
bardzo długich dokumentów,very long document,
bardzo długiego dokumentu,very long document,
bardzo dobrą pracę,very good job,
bardzo dużej liczby,very large number,
bardzo obiecujące próby,very promising experiments have been,
bardzo pozytywny przykład,very positive example,
bardzo przekonywujący argument,very convincing argument,
bardzo ścisłym partnerstwie,very close partnership,
bardzo wyraźnych rezultatów,very clear results,
bardzo wysoki priorytet,very high priority,
basenu morskiego wspólnego,sea basin common,
bazą dla rozwoju,basis for the development,
bądź obszarze interdyscyplinarnym,thematic or interdisciplinary area,
benzyny w transporcie,petrol for transport,
bez aktywnego wsparcia,without the active support,
bez jego uprzedniej,without its prior,
bez uprzedniej zgody,without prior acceptance,
bez uszczerbku dla,without prejudice to,
bez zagrożenia dla,without risk to,
bez zagrożenia zdrowia,without endangering human health,
bez żadnych kosztów,without any cost,
bez żadnych problemów,without any problem,
bezpieczeństwa dostaw energii,security of energy supply,
bezpieczeństwa dostawy energii,security of energy supply,
bezpieczeństwa i dobrobytu,security and prosperity,
bezpieczeństwa i obrony,security and defence,
bezpieczeństwa i ochrony,safety and security,
bezpieczeństwa i pokoju,security and peace,
bezpieczeństwa i polityki,security and defence policy,
bezpieczeństwa i sprawiedliwości,security and justice,
bezpieczeństwa i stabilności,security and stability,
bezpieczeństwa i wspólnego,security and shared,
bezpieczeństwa na takich,safety purposes to such,
bezpieczeństwa oraz innych,security policy and by other,
bezpieczeństwa produkcji żywności,security of food production,
bezpieczeństwa transportu międzynarodowego,safety of international transport,
bezpieczeństwa w regionie,security in the region,
bezpieczeństwa wewnątrz wspólnego,security within the common,
bezpieczeństwa zarówno cywilne,security strategy encompassing both civil,
bezpieczeństwa żywności dla,food safety for,
bezpieczeństwa żywności komisja,food safety committee,
bezpieczeństwem na poziomie,security research at community level,
bezpieczeństwo dostaw energii,security of energy supply,
bezpieczeństwo i sprawiedliwość,security and justice,
bezpieczeństwo i stabilność,security and stability,
bezpieczeństwo łańcucha dostaw,supply chain security and trade,
bezpośredni i konkretny,immediate and concrete,
bezpośredni interes finansowy,direct financial interest,
bezpośredni nie jest,direct access is not,
bezpośredni w formie,direct access in electronic form,
bezpośrednie inwestycje zagraniczne,foreign direct investment,
bezpośrednie lub opóźnione,immediate or delayed,
bezpośrednie odniesienie do,direct reference to,
bezpośredniego i namacalnego,direct and not very tangible,
bezpośredniego wsparcia finansowego,direct financial support,
bezpośrednim sąsiedztwie unii,immediate vicinity of the union,
bezpośrednio do oświadczenia,directly to the statement,
bezpośrednio koniecznymi do,directly necessary for,
bezpośrednio poprzez rejestr,directly accessible through the register,
bezpośrednio przez filtrację,directly by filtration,
bezpośrednio w formie,in electronic form,
bezpośrednio z głównymi,direct relevance for other major,
bezpośrednio z lokalnymi,directly with local,
bezprecedensowy postęp materialny,unprecedented material progress,
bezprzewodowe i nadawcze,wireless and broadcasting,
bezstronności i efektywności,impartiality and effectiveness,
bezwzględnej obfitości flory,absolute abundance of flora,
będą główną częścią,will be the major part,
będą konieczne do,will be needed to,
będą miały głębokie,will have profound,
będą miały wpływ,will have an impact,
będą musiały być,will be needed,
będą na realizację,will focus on the implementation,
będą obejmowały wspólną,will cover joint,
będą proponować niezbędne,will propose the necessary,
będą próbę solidarności,will test the solidarity,
będą rozważać zakres,will consider the range,
będą również starania,efforts will also,
będą ułatwiały tworzenie,will facilitate the creation,
będą w stanie,will become critically at,
będą walczyć o,will battle for,
będą ważne dla,will be important to,
będą wspólne prace,joint work will continue,
będzie bardzo silnie,will be very strongly,
będzie bodźcem finansowym,will provide a financial incentive,
będzie ciągłym procesem,will be an ongoing process,
będzie kontakt ze,will contact with,
będzie kontynuować obecną,will continue with the current,
będzie kontynuować prace,will continue to work,
będzie kontynuowała swoje,will continue its,
będzie miało bardziej,will have more,
będzie miało negatywne,will have a negative,
będzie ministerstwo finansów,funds will be the ministry,
będzie możliwe bez,will not be possible without,
będzie musiała mieć,will need to have,
będzie musiało być,will need to be,
będzie ogromnym zadaniem,will be a huge task,
będzie okazją do,will be an opportunity to,
będzie ona pochodziła,it will come,
będzie pewnego czasu,some time will be,
będzie prowadził do,will lead to,
będzie przywództwa politycznego,will require political leadership,
będzie przywództwo polityczne,will require political leadership,
będzie również prowadziło,will also lead,
będzie również wpływ,will also investigate the impact,
będzie stanowić jeden,will constitute one,
będzie szczególna odpowiedzialność,will have a special responsibility,
będzie ściśle współpracował,will cooperate closely,
będzie śledziła ich,will follow up their,
będzie to miało,this will have,
będzie to oznaczało,this will mean,
będzie to prawdziwe,this will be a real,
będzie to wymagało,this will require,
będzie tworzyć integralną,will form an integral,
będzie ważnym krokiem,will be an important step,
będzie wykorzystywany do,will be used to,
będzie wymagać ogromnych,will require huge,
będzie wymagała stabilnych,will require a stable,
będzie wymagało formalnego,will require a formal,
będzie wymagało połączenia,will require a combination,
będzie wymagało ustanowienia,will require the establishment,
będzie wymagało znaczących,will require significant,
będzie zachęcała do,will encourage cooperation with,
będzie zobowiązany do,will not be obliged to,
biochemiczne zapotrzebowanie tlenu,biochemical oxygen demand,
biologicznych i ekologicznych,biological and ecological,
biologicznych oraz pokrewne,biological resources and related,
biomasę i wodę,biomass and water,
biorą obecnie udział,currently taking part,
biorąc w pełni,take fully into,
biotechnologia cel budowa,biotechnology objective building,
bliska współpraca między,close cooperation between,
bliską współpracę nad,close cooperation at,
bliskiej współpracy między,of closer co-operation,
bliskości i partnerstwa,proximity and partnership,
bodziec do współpracy,spur to cross-border cooperation,
bodźca dla innowacji,stimulus for innovation,
bogate i różnorodne,rich and diverse,
bolesną i kosztowną,painful and expensive,
brak wyraźnego oddzielenia,lack of a clear separation,
braki w wiedzy,gaps of knowledge on,
braku odpowiedniej podstawy,lacked an appropriate legal basis,
braku tych informacji,absence of this information,
branżowej i specjalistycznej,trade and specialist,
budowlanych i uregulowań,building and development regulation,
budownictwa i leśnictwa,construction and on forestry,
budownictwie i tym,buildings and new construction to,
budowy i rozbiórki,construction and demolition,
budżetową i handlową,budget and trade,
budżetowej i poprawy,budgetary discipline and improvement,
budżetowej na koszty,budget heading for administrative costs,
budżetowej oraz innym,budgetary control and the other,
budżetowej oraz usprawnienia,budgetary discipline and improvement,
budżetowy i ogólny,budget deficits and overall,
budżetowych może także,budgetary issues may also,
budżetowych na następny,budget guidelines for the following,
budżetowych oraz do,budgetary processes and into,
budżetu i kontroli,budget and budgetary control,
budżetu lub przyjął,budget or adopted,
budżetu na okres,budget for a period,
budżetu po pierwszym,budget after the first,
budżetu wspólnoty poprzez,community budget through,
by celem enp,enp should thus aim,
by enp stała,enp to become,
by ich działania,to ensure that the action,
by możliwe było,to be made available,
by parlament wziął,parliament to take,
by przy wsparciu,support should be provided to,
by reprezentował parlament,to represent parliament,
by unia stała,to the union becoming,
być aktywnie zaangażowane,be actively involved,
być bardzo starannie,be very carefully,
być co roku,be updated every year,
być dostępne bezpośrednio,be made directly accessible,
być dostosowany do,be adapted to,
być dozwolone tylko,be permitted only,
być gotowe do,be ready to,
być konieczne dla,are deemed necessary for,
być łatwo dostępne,be readily accessible,
być migracja ludności,be large scale population migration,
być odpowiedzialne za,be responsible for,
być one również,it shall also,
być opublikowany także,also be published,
być otwarta dla,be open to,
być otwarte dla,be open to,
być otwarty dla,be open to,
być reprezentowany przez,be represented by,
być również sposobem,also be a way,
być stosowana do,be applied to,
być szerokim pakietem,be a broad package,
być szkodliwe dla,be harmful to,
być także konieczne,also be necessary,
być także otwarty,also be open,
być toksyczne dla,be toxic to,
być troska o,be the concern for,
być tylko wynikiem,only be the result,
być uprawnione do,be entitled to,
być uzasadnione ekonomicznie,be justified economically,
być używany jako,be used as,
być w pełni,be fully involved in,
być w społeczeństwie,be addressed by society on,
być w stanie,be in a position,
być w tym,be used for this,
być w żadnym,on no account be less,
być wspierany przez,be assisted by,
być wymagany wkład,contribution may be required,
być wystarczająca do,be sufficient to,
być zastosowany do,shall apply mutatis mutandis to,
byli skutecznie chronieni,be effectively protected,
był dostępny dla,was already available for,
był jasnym sygnałem,was a clear signal,
był pierwszym krajem,was the first non-european country,
był to jedynie,it is only,
była okazją do,be an opportunity to,
byłaby stosunkowo łatwa,be relatively easy,
byłaby żadnym bodźcem,be no incentive,
było do krajów,was the first country in,
było to zbyt,this was too,
byłoby to przydatne,this would be useful,
były zasadniczo dobrze,were generally well,
całą jednostkę terytorialną,all territorial units,
całego świata do,all over the world to,
całego świata powinni,entire world should,
całkowicie lub częściowo,totally or partially,
całkowicie wolne od,fully free of,
całkowite koszty projektu,total costs of the project,
całkowite środki finansowe,total financial means,
całkowitej lub częściowej,total or partial,
całkowity koszt projektu,total cost of the project,
całkowitych kosztów programu,overall cost of the programme,
całości oraz wziąć,whole and should take,
całości z kryształu,entirely made of lead crystal,
całość tekstu jest,text as a whole shall,
cały enpi są,whole enpi is,
całym swoim terytorium,whole of their territory,
cel celem niniejszego,purpose the purpose of this,
cel celem niniejszej,objective the aim of this,
cel celem podstawowym,objective the ultimate objective,
cel niniejszej dyrektywy,objective of this directive,
cel szybkiej ratyfikacji,aiming at swift ratification,
cel ten może,this objective can,
cel w swoich,objective in its,
cele powinny odnosić,target values should relate,
celem dodatkowym jest,additional aim is,
celem jest ochrona,object is the protection,
celem jest zmiana,aim is to change,
celem niniejszego rozporządzenia,purpose of this regulation,
celem niniejszej decyzji,purpose of this decision,
celem niniejszej dyrektywy,of this directive,
celem niniejszej opinii,purpose of this opinion,
celem podstawowym niniejszej,ultimate objective of this,
celem powinno być,objective should be,
celem programu econtent,aim of the econtent programme,
celne na szczeblu,customs practices at national level,
celnych jako całości,customs actions as a whole,
celnych oraz innych,customs duties and other,
celów niniejsze dyrektywy,purpose of this directive,
celów niniejszego rozporządzenia,purpose of this regulation,
celów niniejszej decyzji,purpose of this decision,
celów niniejszej dyrektywy,of this directive,
celu efektywną pod,aiming at highly efficient,
celu informacje powinny,end information should,
celu komisja będzie,end the commission will,
celu konieczna jest,end it is necessary,
celu może on,end it may,
celu niniejsza dyrektywa,end this directive,
celu oraz ogólnych,objective and to the overall,
celu podwojenie całkowitego,aiming at doubling the overall,
celu przez konferencję,purpose by the conference,
celu skutecznej realizacji,objective of effective implementation,
celu zapewnienie równych,aim at securing a level,
celu zużycie energii,end the energy consumption,
cen energii dla,energy costs for,
centralną rolę edukacji,central role of education,
centralne ramy stosunków,central framework of relations,
ceny na rynku,on the market price is,
ceny oraz metodologii,price and allocation methodology,
ceramicznych lub szklanych,glass or ceramics matrix,
charakter i treść,nature and content,
charakter oraz liczbę,nature and the number,
charakter oraz rozmiar,nature and size,
charakter oraz szczególnie,nature and the particularly,
charakter zanieczyszczenia ozonem,nature of ozone pollution,
charakterem zanieczyszczeń ozonem,nature of ozone pollution,
charakteru i jakości,nature and quality,
charakteru oraz zawartości,nature and pcb content,
chce on brać,he wish to take,
chemiczna i biologiczna,chemical and biological,
chemiczne i biochemiczne,chemical and biochemical,
chemiczne zapotrzebowanie tlenu,chemical oxygen demand,
chemicznego i ilościowego,chemical and quantitative,
chemikalia lub jakiekolwiek,chemicals or any,
choć konieczne są,although more action is needed,
choroby u ludzi,disease in man,
chronić pewien standard,safeguard a certain standard,
chronionym w artykuł,protected in article,
chyba że jest,unless it is clear that,
ciągłe są wyłącznym,continuous measurement is the sole,
ciągłych powinna być,continuous fixed measurements should be,
ciekawe i ważne,interesting and important,
cieplarnianych i obecnie,greenhouse gas emissions and now,
cieplarnianych mogą być,greenhouse gases can be,
cieplarnianych w atmosferze,greenhouse gas into the atmosphere,
cieplarnianych w innych,greenhouse gas emissions in other,
ciężkich do opakowań,heavy metals to packaging,
ciężkich i innych,heavy metals and other,
ciężkich w glebie,heavy metals in,
ciężkich w opakowaniach,heavy metals present in packaging,
ciężkie mogą być,heavy metals may be,
ciężkie powinny być,heavy metals should only be,
clil oraz wymiany,clil and the exchange,
co będzie dla,what will be involved for,
co do działalności,as to the activity,
co do którego,to take into account any,
co do których,in response to events that,
co do nich,it to be,
co do pierwszeństwa,as to priority,
co do poufnego,as to the confidential,
co do prawa,in law regarding infringement,
co do wszelkich,to treat in confidence any,
co jednak jest,but that transport systems will,
co jest kluczowym,which is a key,
co jest konieczne,what is necessary,
co jest szczególnie,which is particularly,
co powinno dotyczyć,should apply to,
co w pierwszym,as during first,
co za tym,for packaging such as those,
comiesięcznego posiedzenia konsultacyjnego,monthly consultative meeting,
corocznie sprawozdanie za,annually a report for,
cyklu życia minimalnej,life cycle a minimum,
czarnego przed zanieczyszczeniami,black sea against pollution,
czarnego przez port,black sea via the port,
czasem nawet wrogim,sometimes even hostile,
czasie i miejscu,time and place,
czasu między zastosowaniem,period must elapse between using,
czasu na bezczynność,time for idleness,
czasu na niezbędne,time for the necessary,
czasu następnej ministerialnej,time of the next ministerial,
czekają na jasne,waiting for clear,
często jest on,often it is,
często nie są,are often not,
części budżetu programu,part of the programme budget,
części i materiałów,component and material,
części i materiały,component and material,
części ogólnej ceny,part of the total price,
części ruchu lotniczego,part of intra-eu air traffic,
części swoich ilościowych,part of their quantified,
części z olejów,part of oil,
części zewnętrznej granicy,part of the external border,
częścią społeczeństwa obywatelskiego,section of civil society,
częścią tego tematu,part of this theme,
częściowym lub całkowitym,whole or in part of,
część dostępnych zasobów,share of available resources,
część i istotny,integral and essential part of,
część rocznej kompilacji,part of the annual compilation,
część swoich środków,proportion of their resources,
część swoich zasobów,part of their resources,
część tych prac,part of this work,
członek delegacji parlamentu,member of parliament's delegation,
członek komisji był,member of the commission,
członek komisji może,member of the committee may,
członek komisji nie,committee member may not,
członek rady hrabstwa,member of essex county council,
członkiem międzynarodowej organizacji,member of the international organisation,
członków komisji mogą,committee member may,
człowieka do celów,aiming at human cloning for,
człowieka i demokracja,human rights and democracy,
człowieka i demokracji,human rights and democracy,
człowieka i dobre,human rights and good,
człowieka i podstawowe,human rights and fundamental,
człowieka i podstawowych,human rights and fundamental,
człowieka i poszanowania,human rights and respect,
człowieka i środowiska,environment and human health,
człowieka oraz podstawowych,human rights and fundamental,
człowieka przyjęła krajowy,human rights adopted a national,
człowieka w walce,human rights in the fight,
czwartym roku działania,fourth year of operation,
czy ekonomicznej polityki,monetary or economic policy,
czy jako dźwięk,form or as a sound,
czy jest dopuszczalna,whether it is admissible,
czy jest on,whether it is,
czy jest to,whether it be,
czy rada nie,commission or the council not,
czy trzeciego filaru,second or third pillar,
czy wymagają one,whether they require,
czyni to już,it is already doing for,
czyste i zdrowe,clean and healthy,
czystego rozwoju jest,clean development mechanism,
czysty olej roślinny,pure vegetable oil,
czystych lub mieszanek,pure or blended,
czytania w parlamencie,parliament's second reading in,
dać pierwszeństwo promowaniu,give priority to the promotion,
daje równoważne wyniki,gives results equivalent,
daną grupę polityczną,given political group,
dane badań naukowych,scientific research data in,
dane i informacje,information and reporting,
dane o rynku,on the information market,
danego wyrobu przed,given product before,
danej grupy politycznej,given political group,
danych dostarczają informacji,provide in particular information,
danych i identyfikacji,data and identification,
danych i informacjach,data and information,
danych i informacji,data and information,
danych i pokrycia,data capture and time coverage,
danych i sprawozdawczości,information and reporting,
danych i statystyk,data and statistics,
danych o kosztach,data on environmental cost,
danych oraz kwestię,data and the issue,
darczyńca czy kraj,donor or a recipient country,
daty ich przystąpienia,date of their accession,
dci oraz instrument,dci and by the instrument,
debacie i inspirację,discussion and inspiration,
debacie nad tym,debate on how to,
debata i głosowanie,debate and vote,
debatę muszą więc,debate must therefore,
debatę nad nimi,that the current debate on,
debatę nad zmianami,debate on climate change,
debaty lub głosowania,debate or a vote,
debaty na temat,debate on a matter,
debaty przez jej,debate by its,
decyduje w razie,determined at a time,
decyzja jest ostateczna,decision shall be final,
decyzja komisji o,by a commission decision adopted,
decyzja ustanawia program,decision establishes a programme,
decyzja w jego,decision on its,
decyzją rady ecofin,ecofin council decision of,
decyzję na podstawie,decision on the basis,
decyzję o dodatkowych,decision on these additional,
decyzję w oświadczeniu,decision in a statement,
decyzji na podstawie,decision on the basis,
decyzji nie mogą,decision can not,
decyzji nie pociąga,ruling shall not entail,
decyzji nie stosuje,decision shall not apply,
decyzji o zamknięciu,for a decision closing,
decyzji odmiennej od,decision different from,
decyzji powinny stanowić,decision should represent,
decyzji przez komisję,decision by the commission,
decyzji w poprzednim,decision in the preceding,
decyzji w roku,decision in the previous year,
decyzji w sposób,decision in a manner,
decyzji w tym,for a decision establishing that,
decyzyjny i kluczowe,decision-making process and key,
deklarację ministerialną drugiej,ministerial declaration of the second,
delegacja do komitetu,delegation to conciliation committee,
delegacja parlamentu do,parliament's delegation to,
delegacji do komitetu,delegation to the conciliation committee,
delegacji parlamentu do,delegation to parliament,
demograficzne oraz innowacje,demographic change and technological innovation,
demograficznych na rozwój,demographic change for urban development,
demokracja nie jest,democracy is not,
demokrację i skuteczną,democracy and effective,
demokrację w tym,democracy in this,
demokracji i dobrych,democracy and good,
demokracji i gospodarki,democracy and a market economy,
demokracji i poszanowania,democracy and respect,
demokracji i szacunku,democracy and respect,
demokratycznego społeczeństwa otwartego,democratic society open,
demonstracja są potrzebne,demonstration are necessary,
demonstracji lub wspólnych,demonstration activities or common,
detalistę lub inną,retailer or other,
determinacji wszystkich do,everyone's determination to,
dialog i działanie,dialogue and action,
dialog i współpraca,dialogue and cooperation,
dialog i współpracę,dialogue and cooperation,
dialog i wymianę,dialogue and exchange,
dialog oraz konsultacje,dialogue and early consultation,
dialog polityczny liczba,political dialogue the number,
dialog z częścią,dialogue with a section,
dialog z wszystkimi,dialogue with all,
dialogiem politycznym do,by political dialogue is,
dialogu i negocjacji,dialogue and negotiations,
dialogu i współpracy,dialogue and cooperation,
dialogu między rządem,dialogue between the government,
dialogu oraz współpracy,dialogue and cooperation,
dialogu politycznego między,political dialogue between,
dialogu politycznego pomiędzy,political dialogue between,
dialogu społecznego jako,social dialogue be used as,
dialogu z kluczowymi,dialogue with key,
dialogu z parlamentem,dialogue with the european parliament,
dla ambitnej polityki,for an ambitious eu policy,
dla basenów morskich,sea basin belonging to several,
dla budżetu wspólnot,for the community budget,
dla całego społeczeństwa,for society as a whole,
dla celów niniejszego,for the purpose of this,
dla celów niniejszej,for the purpose of this,
dla danego wyrobu,for a given product,
dla długofalowych działań,for long-term action,
dla drugiego czytania,for second reading,
dla drugiej fazy,for the second phase,
dla dyrektywy rady,to council directive,
dla działań zewnętrznych,for external action,
dla efektywności zasobów,for resource efficiency,
dla ich międzynarodowych,to their international,
dla ich rozwoju,for their development,
dla inwestycji wewnętrznych,to inward investment,
dla jednego kraju,to one partner country,
dla jego operacji,for its financing operations,
dla każdego państwa,for each state,
dla każdego programu,for each programme,
dla każdego przypadku,for each particular conciliation case,
dla każdej granicy,for each border,
dla każdej innej,for any other,
dla każdej organizacji,for any organisation,
dla każdej szerokiej,for each broad,
dla konsumentów bardzo,very convincing argument for consumers,
dla konsumentów ważne,important for consumers,
dla których nie,that it wished to amend,
dla których zmiana,for whom land-use change,
dla nauczyciela języków,for the european language teacher,
dla nauczycieli języków,language projects to develop teacher,
dla nowych procesów,for new concentration processes,
dla optymalnego wzrostu,to the optimal development,
dla ośrodka kwalifikacji,centre for professional qualifications,
dla ozonu powinien,for ozone should,
dla parlamentu sprawozdanie,report back to parliament,
dla pierwszej fazy,for the first phase,
dla pogłębiania dialogu,for deepening political dialogue,
dla postępu naukowego,for scientific and technological progress,
dla prawa komisji,commission's right to initiate,
dla prawie każdego,for nearly all,
dla programu econtent,for the econtent plus programme,
dla programu może,for the programme may,
dla propozycji rady,council proposal to set,
dla przejrzystości kwalifikacji,for the transparency of qualifications,
dla przemysłu przetwórczego,for the processing industry,
dla przygotowania językowego,for linguistic preparation,
dla przyjęcia poszczególnych,for the adoption of particular,
dla przykładu dyrektywa,directive for example,
dla przyrody są,for nature are,
dla realizacji artykułu,for the implementation of article,
dla realizacji pięcioletniego,for implementation of the five-year,
dla realizacji swoich,for the implementation of,
dla rozwoju kariery,to the career development,
dla rozwoju współpracy,for the development of cooperation,
dla sektora prywatnego,for the private sector,
dla sektora transportowego,for the transport sector,
dla społeczeństwa obywatelskiego,for civil society,
dla stałych pomiarów,for fixed measurement,
dla strukturalnego rozwoju,for the structural development,
dla swoich własnych,for its own,
dla środków adaptacyjnych,resources for adaptation,
dla takiego rejestru,for such a registry,
dla tego kluczowego,to this key,
dla tego konfliktu,to the transnistrian conflict that,
dla transportu lotniczego,for air transport,
dla transportu powietrznego,for air transport,
dla udziału wszystkich,to the participation of all,
dla wdrożenia niniejszego,for the implementation of this,
dla władzy budżetowej,for the budgetary authority,
dla wspólnoty jako,for the community as,
dla wspólnych korzyści,for the common,
dla współpracy między,to enable co-operation between,
dla współpracy regionalnej,regional framework for cooperation,
dla wymiany informacji,the exchange of information,
dla wzrostu gospodarczego,for economic growth,
dla zarządzania strefami,for coastal zone management,
dla zdrowia ludzi,to human health,
dla zdrowia ludzkiego,for human health,
dla zdrowia publicznego,for public health,
dla zmiany klimatu,to climate change,
dlatego konieczne jest,is therefore necessary,
dlatego może być,can therefore be,
dlatego musimy obecnie,now therefore need,
dlatego nie powinny,therefore should not,
dlatego niezbędne jest,is therefore necessary,
dlatego uzasadnione jest,is therefore justified,
dlatego ważne jest,is therefore important,
długo oczekiwany początek,long expected start,
dni po jego,days after its,
dni przed posiedzeniem,days before the meeting,
dni przed rozpoczęciem,days before the beginning,
dni roboczych od,working days from,
dni roboczych przed,working days before,
dnia jej przyjęcia,date of its adoption,
